source_entity_ref,cohort_name,cohort_dim,metric_name,value,sample_size,timestamp
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.7593,3924,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7612,4170,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7699,2182,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7424,4350,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7975,3600,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.6893,4363,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.7326,1860,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7262,660,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7066,3057,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.7296,961,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7024,2819,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7553,3017,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.7197,1506,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7124,4438,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7167,936,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.6904,402,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7018,1563,2026-07-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7051,3878,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.7513,2770,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7794,973,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.727,2253,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.7521,288,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7258,374,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7598,1498,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.7141,2506,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7481,4036,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7201,1901,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7085,2734,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7009,3480,2026-07-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7396,945,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.6968,800,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.6712,1014,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7137,2590,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.6586,4522,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7269,2060,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.6801,553,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.6943,3789,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7529,668,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.674,137,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7458,1360,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7658,3657,2026-07-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.6497,4113,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.693,1510,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7005,4614,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.6789,656,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.6745,4938,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.6609,2124,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.6644,1043,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.6435,2114,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.6832,376,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.6782,2181,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.6334,3264,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.642,1806,2026-07-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7394,188,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.6288,183,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7176,666,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.664,2771,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.6216,3628,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7179,1349,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.6926,1545,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.728,2101,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.6893,2719,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7324,4683,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.6649,2275,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.6562,4389,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8029,2362,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8762,462,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.7938,1634,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8156,4893,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8213,3769,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.7975,1431,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8647,820,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.7699,1408,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8423,1918,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8542,1856,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.8252,2912,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8427,469,2026-05-02T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.7896,1213,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8835,1102,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8756,2699,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8583,3830,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8137,1654,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8371,1229,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8709,3932,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.8367,4070,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8535,2801,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8824,2025,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.7681,3537,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.7733,391,2026-05-08T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8122,1213,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8687,186,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8702,3129,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8634,1891,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8122,4371,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8814,494,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8614,2391,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9083,3132,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8496,1308,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8219,4749,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.865,2035,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.9003,1178,2026-05-14T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9059,4612,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8274,1709,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.7816,4151,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8219,2581,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.859,176,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.877,2557,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8295,3321,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.8889,1192,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8576,4142,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8216,1717,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.8413,3771,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8352,4461,2026-05-20T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8958,2257,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8486,3241,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.9027,1293,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8799,3111,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8606,2617,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8923,4164,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8502,3271,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.8365,4834,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.827,971,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9129,3693,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.816,3556,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8151,997,2026-05-26T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8701,1844,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8842,2261,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8964,2365,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9176,4856,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8399,3370,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9011,2835,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8691,3496,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.8102,1259,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8357,2660,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.837,4865,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.8506,1253,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.868,2830,2026-06-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9302,2633,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9278,2466,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.916,1458,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.866,2718,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8367,429,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8712,2523,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8266,4296,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.8741,196,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8481,1385,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8965,3154,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.9113,4705,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.9009,712,2026-06-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8702,2684,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8791,1025,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8535,604,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9133,1062,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9271,3910,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8637,2575,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.9109,3588,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.939,208,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9275,1370,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8624,1418,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.8612,227,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8899,2641,2026-06-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.8386,4194,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8495,2521,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8758,1498,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.8625,734,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.8675,1621,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9297,4109,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8706,2685,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9269,1211,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8228,1792,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8389,3493,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.941,4149,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8689,4029,2026-06-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.917,1599,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9661,4354,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.9478,4267,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9342,347,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9004,2738,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.8851,3962,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8785,1712,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9502,776,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9077,976,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9272,2158,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.8986,3032,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.9485,4476,2026-06-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9224,1698,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9116,1716,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.8696,3257,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9616,2707,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9017,1212,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9089,1131,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.9439,862,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.916,2406,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9481,1361,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9394,3468,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.9373,2627,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.9217,2062,2026-07-01T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9733,2577,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.8883,2696,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.9589,2365,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.902,4194,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9462,1007,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9812,3634,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8701,4275,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9669,941,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9672,2202,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.8902,4244,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.9656,460,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.901,1423,2026-07-07T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9123,1469,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9871,4539,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.9341,2852,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9007,1213,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9347,1147,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.9617,4720,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.8901,3704,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9594,2158,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.8682,3794,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9044,213,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.949,190,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.8796,4877,2026-07-13T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9717,1300,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9233,1830,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.947,1018,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9703,1836,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,75+,age_group,r2_score,0.9057,2690,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Female,sex,r2_score,0.949,2549,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Male,sex,r2_score,0.9332,4941,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Other,sex,r2_score,0.9809,4851,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Commercial,insurance,r2_score,0.9498,782,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicare,insurance,r2_score,0.9343,3463,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Medicaid,insurance,r2_score,0.9474,2214,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,Self-pay,insurance,r2_score,0.9188,1609,2026-07-19T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,18-30,age_group,r2_score,0.9527,1928,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,31-45,age_group,r2_score,0.9683,1211,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,46-60,age_group,r2_score,0.9497,3705,2026-07-25T16:00:00Z
mlflow://experiment-4/disease-progression-forecaster,61-75,age_group,r2_score,0.9405,3230,2026-07-25T16:00:00Z
